,word,count,log_count,probability,first,second,third,fourth,fifth,log_likelihood
23041,nsize,32058,10.375302041185826,2.330355372163959e-05,n,s,i,z,e,36.74868199719698
23042,msnca,32055,10.375208456421358,2.330334352461808e-05,m,s,n,c,a,38.64333378420067
23043,lemna,32053,10.375146061712408,2.3303203382341144e-05,l,e,m,n,a,39.62024601830004
23044,cflag,32052,10.375114862897961,2.330313330792349e-05,c,f,l,a,g,36.510701504324444
23045,bagge,32052,10.375114862897961,2.330313330792349e-05,b,a,g,g,e,39.335018706346986
23046,knihy,32050,10.375052462348815,2.330299315252912e-05,k,n,i,h,y,36.909435226269395
23047,pluss,32049,10.375021260613996,2.3302923071552136e-05,p,l,u,s,s,38.52389115764971
23048,folse,32048,10.374990057905599,2.3302852988388433e-05,f,o,l,s,e,39.68746868126911
23049,turre,32044,10.374865237335007,2.3302572633863736e-05,t,u,r,r,e,39.95094365913171
23050,macia,32043,10.374834029757805,2.330250253976441e-05,m,a,c,i,a,40.55928692193973
23051,akina,32043,10.374834029757805,2.330250253976441e-05,a,k,i,n,a,37.99039528450271
23052,atatu,32041,10.37477161168151,2.3302362345003006e-05,a,t,a,t,u,37.09047589530274
23053,nisis,32038,10.37467797726143,2.3302152036452e-05,n,i,s,i,s,40.11192658172826
23054,acide,32036,10.374615549443574,2.3302011819810462e-05,a,c,i,d,e,38.47342536150802
23055,mothe,32034,10.374553117728242,2.330187159441496e-05,m,o,t,h,e,39.23572158617266
23056,alumi,32034,10.374553117728242,2.330187159441496e-05,a,l,u,m,i,37.48336561565979
23057,hulot,32031,10.374459462846412,2.3301661239905634e-05,h,u,l,o,t,38.7639982898856
23058,enmax,32028,10.374365799192525,2.3301450865693734e-05,e,n,m,a,x,36.40743299441128
23059,plams,32025,10.374272126764936,2.3301240471775572e-05,p,l,a,m,s,38.96282630844853
23060,namez,32025,10.374272126764936,2.3301240471775572e-05,n,a,m,e,z,38.54696311763896
23061,shyer,32023,10.374209673604785,2.3301100198213715e-05,s,h,y,e,r,38.115533175540165
23062,stets,32019,10.374084755582075,2.3300819624805686e-05,s,t,e,t,s,39.25754362316252
23063,ctccg,32015,10.373959821952903,2.3300539016344604e-05,c,t,c,c,g,36.002771767115775
23064,zerop,32011,10.373834872713369,2.3300258372821707e-05,z,e,r,o,p,36.98162906235533
23065,gogos,32011,10.373834872713369,2.3300258372821707e-05,g,o,g,o,s,39.83396615206907
23066,mesut,32010,10.37380363296391,2.3300188206461548e-05,m,e,s,u,t,38.720287738118046
23067,melfi,32010,10.37380363296391,2.3300188206461548e-05,m,e,l,f,i,38.102882241734505
23068,ampco,32010,10.37380363296391,2.3300188206461548e-05,a,m,p,c,o,36.79338615023882
23069,iveka,32009,10.373772392238497,2.330011803790934e-05,i,v,e,k,a,36.07796656934673
23070,posin,32006,10.373678664205936,2.329990751909906e-05,p,o,s,i,n,40.11652508228706
23071,emanu,32006,10.373678664205936,2.329990751909906e-05,e,m,a,n,u,36.08104423720794
23072,frein,32004,10.373616173970015,2.3299767162262788e-05,f,r,e,i,n,39.092572415984996
23073,tenta,32002,10.37355367982882,2.3299626796655037e-05,t,e,n,t,a,40.45483816496734
23074,babur,32001,10.373522431293592,2.329955661056151e-05,b,a,b,u,r,38.51986895369186
23075,cpusa,32000,10.373491181781864,2.3299486422274708e-05,c,p,u,s,a,37.52993195546452
23076,intim,31996,10.373366173968712,2.3299205647191935e-05,i,n,t,i,m,36.74303310596562
23077,acers,31994,10.373303664201542,2.32990652464873e-05,a,c,e,r,s,38.86880847136228
23078,cante,31993,10.373272407852593,2.3298995042843687e-05,c,a,n,t,e,41.03959064158949
23079,wecan,31992,10.373241150526654,2.3298924837005697e-05,w,e,c,a,n,39.01584722540224
23080,veags,31990,10.373178632943564,2.3298784418746036e-05,v,e,a,g,s,39.051370541462546
23081,hicap,31989,10.373147372686288,2.3298714206324086e-05,h,i,c,a,p,37.736968556677915
23082,eraly,31986,10.373053586050816,2.3298503555888132e-05,e,r,a,l,y,38.5677861615042
23083,brans,31986,10.373053586050816,2.3298503555888132e-05,b,r,a,n,s,40.0820152241048
23084,wiche,31979,10.372834716355579,2.3298011961360982e-05,w,i,c,h,e,37.683345034630534
23085,pokee,31975,10.372709626447044,2.329773100188703e-05,p,o,k,e,e,40.01029733306972
23086,masie,31974,10.372678351524836,2.3297660756526758e-05,m,a,s,i,e,40.93572558278446
23087,ebone,31974,10.372678351524836,2.3297660756526758e-05,e,b,o,n,e,37.47865834983212
23088,tabet,31973,10.37264707562448,2.3297590508969506e-05,t,a,b,e,t,39.841463385913805
23089,adael,31973,10.37264707562448,2.3297590508969506e-05,a,d,a,e,l,38.566508661628006
23090,basem,31972,10.37261579874591,2.3297520259215128e-05,b,a,s,e,m,39.72876549720856
23091,cines,31971,10.372584520889065,2.3297450007263485e-05,c,i,n,e,s,41.360008832452415
23092,jonni,31966,10.3724281169286,2.3297098714541547e-05,j,o,n,n,i,38.879294293648314
23093,basri,31960,10.37224039988021,2.3296677090736836e-05,b,a,s,r,i,39.675714911819874
23094,talco,31959,10.372209110279307,2.329660681240733e-05,t,a,l,c,o,39.8105997997434
23095,nread,31955,10.372083942084382,2.3296325677097427e-05,n,r,e,a,d,38.6352927460836
23096,cwsrf,31955,10.372083942084382,2.3296325677097427e-05,c,w,s,r,f,35.02500995633152
23097,filii,31954,10.372052647587516,2.3296255387771296e-05,f,i,l,i,i,39.303745886303474
23098,kopek,31953,10.372021352111275,2.3296185096245428e-05,k,o,p,e,k,38.487648793778874
23099,poohs,31951,10.37195875822042,2.3296044506593925e-05,p,o,o,h,s,39.50143130483777
23100,wjite,31950,10.371927459805681,2.3295974208468013e-05,w,j,i,t,e,35.81915030876954
23101,csueb,31948,10.37186486003728,2.3295833605615186e-05,c,s,u,e,b,36.535207173234554
23102,nario,31945,10.371770953036444,2.3295622684831377e-05,n,a,r,i,o,40.555477139408595
23103,reify,31944,10.371739648743057,2.3295552373501668e-05,r,e,i,f,y,37.92339035980175
23104,ogged,31941,10.371645729982715,2.3295341426305295e-05,o,g,g,e,d,36.11858836255667
23105,hakes,31941,10.371645729982715,2.3295341426305295e-05,h,a,k,e,s,40.16157953356796
23106,orgin,31940,10.371614421769003,2.32952711061703e-05,o,r,g,i,n,38.16718874421367
23107,ndpbs,31939,10.371583112575056,2.3295200783833634e-05,n,d,p,b,s,35.923123115616164
23108,anseo,31939,10.371583112575056,2.3295200783833634e-05,a,n,s,e,o,39.16065974997706
23109,gamey,31934,10.371426551899647,2.329484913912049e-05,g,a,m,e,y,40.25077258339404
23110,ayhan,31933,10.371395236823,2.3294778803570924e-05,a,y,h,a,n,37.61714588601065
23111,conly,31926,10.371176003824424,2.3294286393042576e-05,c,o,n,l,y,39.849670724230386
23112,felos,31923,10.371082032109841,2.3294075326907788e-05,f,e,l,o,s,40.13407257707685
23113,chugs,31923,10.371082032109841,2.3294075326907788e-05,c,h,u,g,s,37.985718552606706
23114,latty,31922,10.371050706242503,2.3294004967121682e-05,l,a,t,t,y,39.61663796643163
23115,benen,31922,10.371050706242503,2.3294004967121682e-05,b,e,n,e,n,40.92255951195669
23116,dieci,31916,10.370862730428172,2.3293582762113074e-05,d,i,e,c,i,38.8091756931456
23117,ciate,31916,10.370862730428172,2.3293582762113074e-05,c,i,a,t,e,40.5078347155473
23118,aeiou,31915,10.370831397690157,2.3293512386895014e-05,a,e,i,o,u,38.631383001144286
23119,mydir,31914,10.370800063970373,2.3293442009471842e-05,m,y,d,i,r,37.67256603239707
23120,aikin,31912,10.370737393585243,2.329330124800959e-05,a,i,k,i,n,39.09279084579289
23121,wkhlu,31910,10.370674719272289,2.3293160477725206e-05,w,k,h,l,u,33.42335340711859
23122,potte,31909,10.370643380642726,2.3293090089274374e-05,p,o,t,t,e,40.25277517510815
23123,anoto,31907,10.370580700437113,2.3292949305754726e-05,a,n,o,t,o,38.64682080647972
23124,ehite,31904,10.370486672761565,2.3292738113928237e-05,e,h,i,t,e,38.77490715333766
23125,vexel,31903,10.370455328238235,2.329266771223965e-05,v,e,x,e,l,37.29973130180345
23126,iment,31900,10.370361288772935,2.3292456493932668e-05,i,m,e,n,t,36.89568182796358
23127,cahan,31899,10.370329940319197,2.3292386083416146e-05,c,a,h,a,n,39.64188550567843
23128,bonta,31894,10.370173183307918,2.3292033997720803e-05,b,o,n,t,a,40.67640710826565
23129,amode,31893,10.370141828956715,2.329196357395822e-05,a,m,o,d,e,38.12946915544802
23130,chane,31892,10.370110473622386,2.3291893147987478e-05,c,h,a,n,e,39.402526818570514
23131,erast,31891,10.37007911730487,2.329182271980844e-05,e,r,a,s,t,38.274429813605636
23132,csirt,31881,10.369765500040804,2.32911183165311e-05,c,s,i,r,t,38.089424662415595
23133,airto,31875,10.369577282460726,2.329069556850205e-05,a,i,r,t,o,40.193957013820125
23134,mysig,31872,10.369483160384325,2.3290484164645556e-05,m,y,s,i,g,36.98721940109964
23135,pleno,31871,10.369451784390096,2.329041369227143e-05,p,l,e,n,o,38.73538390844664
23136,attie,31870,10.369420407411383,2.32903432176861e-05,a,t,t,i,e,39.01895981700386
23137,taeda,31867,10.36932627056772,2.3290131780661445e-05,t,a,e,d,a,40.15224480666655
23138,fegan,31863,10.36920074098965,2.3289849833663216e-05,f,e,g,a,n,39.262364762458375
23139,revco,31852,10.368855453377336,2.3289074296874886e-05,r,e,v,c,o,37.9635700887633
23140,herge,31852,10.368855453377336,2.3289074296874886e-05,h,e,r,g,e,39.521460786920585
23141,motox,31849,10.368761263333154,2.3288862740358657e-05,m,o,t,o,x,38.30416541221073
23142,parin,31845,10.368635662805467,2.3288580634003315e-05,p,a,r,i,n,40.939400465426914
23143,nerub,31842,10.36854145205595,2.328836903098166e-05,n,e,r,u,b,37.073688247928935
23144,doqqs,31838,10.36841582391508,2.3288086862605445e-05,d,o,q,q,s,32.7069987204495
23145,hackl,31835,10.368321592451126,2.3287875213057913e-05,h,a,c,k,l,38.274182781753
23146,fevre,31833,10.3682587665417,2.3287734102278717e-05,f,e,v,r,e,38.55293118811891
23147,wopat,31832,10.368227352106764,2.328766354356445e-05,w,o,p,a,t,38.448343250126605
23148,quina,31830,10.368164520276139,2.328752241948588e-05,q,u,i,n,a,37.297351664707136
23149,xmule,31828,10.368101684497425,2.3287381286539674e-05,x,m,u,l,e,35.48420441022559
23150,fallo,31827,10.36807026512738,2.3287310716740852e-05,f,a,l,l,o,39.662935951703034
23151,dylon,31827,10.36807026512738,2.3287310716740852e-05,d,y,l,o,n,38.108033573323134
23152,lalli,31823,10.367944577774505,2.3287028415370902e-05,l,a,l,l,i,39.60687124719378
23153,illin,31821,10.36788172817358,2.3286887251379175e-05,i,l,l,i,n,38.63198534886077
23154,herek,31819,10.367818874622333,2.328674607851478e-05,h,e,r,e,k,39.488271704951806
23155,rundt,31817,10.36775601712027,2.328660489677662e-05,r,u,n,d,t,38.477344958040604
23156,hugon,31817,10.36775601712027,2.328660489677662e-05,h,u,g,o,n,38.43560555349636
23157,shebs,31815,10.367693155666892,2.3286463706163565e-05,s,h,e,b,s,38.446262697491605
23158,dufay,31811,10.367567420904209,2.328618129830833e-05,d,u,f,a,y,37.80931179328255
23159,bidis,31810,10.36753598474319,2.3286110690795973e-05,b,i,d,i,s,40.11098677774029
23160,wilen,31806,10.367410230215862,2.3285828238548154e-05,w,i,l,e,n,39.76636877764679
23161,heeds,31805,10.367378789112905,2.3285757619935905e-05,h,e,e,d,s,39.6369018075197
23162,macul,31804,10.367347347021374,2.3285686999103257e-05,m,a,c,u,l,38.75793090919746
23163,naija,31801,10.367253014814716,2.328547512328154e-05,n,a,i,j,a,38.062999260110146
23164,smsac,31800,10.367221568768269,2.3285404493565912e-05,s,m,s,a,c,37.43556985060106
23165,zulia,31799,10.367190121732936,2.3285333861629187e-05,z,u,l,i,a,38.410228160672915
23166,doted,31799,10.367190121732936,2.3285333861629187e-05,d,o,t,e,d,39.76120639677146
23167,valon,31793,10.367001418750867,2.328491002335801e-05,v,a,l,o,n,39.518282650823075
23168,ibang,31792,10.366969964791599,2.328483937586971e-05,i,b,a,n,g,35.722067770030066
23169,maith,31791,10.366938509842946,2.328476872615919e-05,m,a,i,t,h,39.49393556598136
23170,chota,31788,10.36684413906007,2.3284556763692966e-05,c,h,o,t,a,39.18662643444519
23171,pysco,31781,10.366623905926678,2.3284062106801543e-05,p,y,s,c,o,37.39751879894207
23172,yasar,31779,10.366560973264606,2.328392075624947e-05,y,a,s,a,r,38.55366291302
23173,tmhmm,31779,10.366560973264606,2.328392075624947e-05,t,m,h,m,m,34.719827046355256
23174,tappa,31775,10.366435096057655,2.3283638028455824e-05,t,a,p,p,a,38.766707954414564
23175,empey,31775,10.366435096057655,2.3283638028455824e-05,e,m,p,e,y,37.11926080153782
23176,deskt,31774,10.366403624279968,2.328356734094628e-05,d,e,s,k,t,38.42856897891283
23177,ifnet,31773,10.36637215151178,2.3283496651212012e-05,i,f,n,e,t,37.23062183624217
23178,skien,31769,10.366246250532733,2.3283213870024806e-05,s,k,i,e,n,38.602402709534935
23179,kunta,31769,10.366246250532733,2.3283213870024806e-05,k,u,n,t,a,39.71104579441824
23180,coito,31768,10.366214772811087,2.3283143169164773e-05,c,o,i,t,o,40.15636404819974
23181,waxen,31767,10.366183294098564,2.3283072466079172e-05,w,a,x,e,n,38.251495995478564
23182,alian,31765,10.366120333700634,2.328293105323069e-05,a,l,i,a,n,39.71539324945818
23183,dealz,31764,10.366088852015102,2.3282860343467528e-05,d,e,a,l,z,38.000258200547854
23184,crdit,31764,10.366088852015102,2.3282860343467528e-05,c,r,d,i,t,38.68611841916236
23185,whomp,31761,10.36599440101149,2.3282648200820694e-05,w,h,o,m,p,35.59948931932294
23186,preva,31760,10.365962915361072,2.3282577482152163e-05,p,r,e,v,a,37.73095636293833
23187,narth,31760,10.365962915361072,2.3282577482152163e-05,n,a,r,t,h,39.307729712681294
23188,mimmo,31760,10.365962915361072,2.3282577482152163e-05,m,i,m,m,o,38.55574810196721
23189,bered,31760,10.365962915361072,2.3282577482152163e-05,b,e,r,e,d,40.329316713645255
23190,nilai,31755,10.365805472237076,2.32822238554063e-05,n,i,l,a,i,39.5734003945394
23191,essco,31752,10.365710994462901,2.328201165263117e-05,e,s,s,c,o,37.219809167595194
23192,bende,31748,10.365585010210767,2.328172868440759e-05,b,e,n,d,e,40.05592351156985
23193,yusof,31747,10.36555351166757,2.32816579367811e-05,y,u,s,o,f,35.410203760415506
23194,maned,31747,10.36555351166757,2.32816579367811e-05,m,a,n,e,d,40.65789428156068
23195,volek,31744,10.3654590100846,2.3281445680529973e-05,v,o,l,e,k,38.77881196855584
23196,tarra,31743,10.36542750757227,2.3281374923988573e-05,t,a,r,r,a,40.85497078367058
23197,asten,31742,10.365396004067504,2.3281304165218097e-05,a,s,t,e,n,39.218004866548185
23198,janco,31739,10.36530148759794,2.3281091875530786e-05,j,a,n,c,o,39.021701358934614
23199,skoro,31736,10.365206962194167,2.3280879565776706e-05,s,k,o,r,o,37.489365584391045
23200,lgbti,31734,10.365143940294034,2.3280738014790574e-05,l,g,b,t,i,36.01983441084132
23201,raggs,31733,10.365112427854497,2.328066723595206e-05,r,a,g,g,s,39.228697499101074
23202,walia,31732,10.365080914421894,2.3280596454883067e-05,w,a,l,i,a,40.28246602662375
23203,dashi,31732,10.365080914421894,2.3280596454883067e-05,d,a,s,h,i,38.507823171730166
23204,neede,31729,10.364986368165066,2.328038409829177e-05,n,e,e,d,e,39.50584073370825
23205,codee,31728,10.364954850759577,2.3280313308299434e-05,c,o,d,e,e,40.75772509983715
23206,belau,31716,10.364576564392289,2.327946365431854e-05,b,e,l,a,u,38.788858205872714
23207,ridaz,31714,10.364513502749514,2.3279322014068034e-05,r,i,d,a,z,37.54690957781404
23208,encom,31714,10.364513502749514,2.3279322014068034e-05,e,n,c,o,m,36.298938641780474
23209,isnew,31713,10.364481970436772,2.327925119059311e-05,i,s,n,e,w,36.039019947221476
23210,parlo,31711,10.364418902828275,2.327910953694323e-05,p,a,r,l,o,40.341722898943814
23211,kover,31711,10.364418902828275,2.327910953694323e-05,k,o,v,e,r,39.01018810449922
23212,prosa,31705,10.364229676134132,2.3278684522383173e-05,p,r,o,s,a,39.22732661017733
23213,galad,31702,10.364135049357838,2.32784719849403e-05,g,a,l,a,d,39.95056767535805
23214,argyl,31692,10.363819562085132,2.3277763381510844e-05,a,r,g,y,l,36.74277143030319
23215,sciac,31682,10.363503975248795,2.3277054554455477e-05,s,c,i,a,c,38.021471238869104
23216,salii,31682,10.363503975248795,2.3277054554455477e-05,s,a,l,i,i,40.763035040891275
23217,stute,31679,10.36340927977359,2.327684186271071e-05,s,t,u,t,e,38.55450041015801
23218,igbts,31678,10.363377712622366,2.3276770960986453e-05,i,g,b,t,s,36.553814211651115
23219,maund,31677,10.363346144474624,2.327670005702396e-05,m,a,u,n,d,39.11980019618898
23220,paxos,31675,10.36328300518934,2.3276558242383697e-05,p,a,x,o,s,38.846353932388745
23221,whute,31674,10.363251434051671,2.327648733170565e-05,w,h,u,t,e,37.7537965125828
23222,cutte,31672,10.363188288785967,2.3276345503633003e-05,c,u,t,t,e,39.725383388249284
23223,brrrr,31672,10.363188288785967,2.3276345503633003e-05,b,r,r,r,r,39.12440587020837
23224,yanow,31670,10.363125139532686,2.327620366660402e-05,y,a,n,o,w,36.192519453832354
23225,webbs,31665,10.36296724895053,2.3275849034840165e-05,w,e,b,b,s,37.64585731923776
23226,skapa,31665,10.36296724895053,2.3275849034840165e-05,s,k,a,p,a,37.30858073705373
23227,cryan,31664,10.362935667842347,2.3275778101767737e-05,c,r,y,a,n,38.34537771707008
23228,insar,31663,10.362904085736766,2.3275707166455094e-05,i,n,s,a,r,37.73809585292089
23229,ezust,31663,10.362904085736766,2.3275707166455094e-05,e,z,u,s,t,34.75183393806969
23230,moded,31662,10.362872502633723,2.3275636228902092e-05,m,o,d,e,d,39.62024461410296
23231,kamae,31659,10.3627777473392,2.3275423402799532e-05,k,a,m,a,e,40.51730849701049
23232,happe,31658,10.362746160245683,2.3275352456283685e-05,h,a,p,p,e,38.509800181951086
23233,sfgov,31646,10.36236703727893,2.327450092324997e-05,s,f,g,o,v,34.39579573581293
23234,naspe,31646,10.36236703727893,2.327450092324997e-05,n,a,s,p,e,39.20059338806698
23235,janka,31643,10.36227223407451,2.327428798953889e-05,j,a,n,k,a,39.178473086711875
23236,mhnes,31642,10.362240631009008,2.3274217007149007e-05,m,h,n,e,s,40.294337279431595
23237,lunda,31637,10.362082600698466,2.3273862061546773e-05,l,u,n,d,a,39.21626955470815
23238,betul,31634,10.361987770523434,2.3273649067258073e-05,b,e,t,u,l,38.660847024768124
23239,jazar,31631,10.361892931354786,2.3273436052769172e-05,j,a,z,a,r,37.7244815642274
23240,biman,31628,10.361798083190818,2.3273223018076238e-05,b,i,m,a,n,39.82804254570459
23241,abous,31628,10.361798083190818,2.3273223018076238e-05,a,b,o,u,s,37.652437554280496
23242,ziele,31627,10.361766465136906,2.327315200202148e-05,z,i,e,l,e,38.234663764056876
23243,mname,31626,10.361734846083262,2.327308098372126e-05,m,n,a,m,e,38.48272404837658
23244,dools,31626,10.361734846083262,2.327308098372126e-05,d,o,o,l,s,40.33828008296072
23245,rocom,31625,10.361703226029821,2.3273009963175435e-05,r,o,c,o,m,38.085465822028475
23246,wallo,31623,10.361639982923299,2.3272867915346417e-05,w,a,l,l,o,39.3062610077643
23247,gyrls,31621,10.361576735816833,2.3272725858533283e-05,g,y,r,l,s,38.73813983374357
23248,nawaf,31618,10.361481857656132,2.327251275646588e-05,n,a,w,a,f,36.70351684078165
23249,sadia,31616,10.361418600547594,2.3272370677187492e-05,s,a,d,i,a,40.893756201671195
23250,mattb,31616,10.361418600547594,2.3272370677187492e-05,m,a,t,t,b,38.075998439731485
23251,tacan,31613,10.361323707381413,2.3272157541416876e-05,t,a,c,a,n,40.18499359780041
23252,moras,31610,10.361228805209663,2.3271944385419212e-05,m,o,r,a,s,41.476618544788835
23253,cdiac,31608,10.361165532091226,2.327180227018162e-05,c,d,i,a,c,37.19773009405342
23254,balor,31607,10.361133894030637,2.3271731209190657e-05,b,a,l,o,r,40.12752862812458
23255,teatr,31606,10.36110225496905,2.3271660145951393e-05,t,e,a,t,r,39.80684000791604
23256,halva,31605,10.3610706149064,2.327158908046368e-05,h,a,l,v,a,38.59709567859234
23257,palmo,31604,10.361038973842623,2.327151801272738e-05,p,a,l,m,o,39.487102721985316
23258,qhull,31600,10.360912399575003,2.327123371929346e-05,q,h,u,l,l,34.94427658661029
23259,ipoib,31600,10.360912399575003,2.327123371929346e-05,i,p,o,i,b,35.52371954807576
23260,surgi,31599,10.360880753504652,2.3271162640312088e-05,s,u,r,g,i,38.99646870486075
23261,mdash,31595,10.360754159207556,2.3270878301890753e-05,m,d,a,s,h,36.62577772108058
23262,flygt,31594,10.360722508129042,2.3270807211660747e-05,f,l,y,g,t,35.885278843038925
23263,jofol,31591,10.360627548882315,2.3270593927469244e-05,j,o,f,o,l,37.084818341645615
23264,cylch,31591,10.360627548882315,2.3270593927469244e-05,c,y,l,c,h,36.82114537502636
23265,blahg,31589,10.360564237707871,2.327045172675557e-05,b,l,a,h,g,36.73022035565859
23266,nexel,31588,10.360532580617472,2.3270380623022506e-05,n,e,x,e,l,37.89745864742435
23267,donky,31584,10.360405942233209,2.327009618557874e-05,d,o,n,k,y,39.042313041072816
23268,topel,31583,10.36037428013116,2.327002507058921e-05,t,o,p,e,l,39.48194576114821
23269,sadao,31583,10.36037428013116,2.327002507058921e-05,s,a,d,a,o,40.53694777659041
23270,evgas,31581,10.360310952919434,2.3269882833854835e-05,e,v,g,a,s,37.020192872420466
23271,thula,31579,10.360247621697122,2.326974058811244e-05,t,h,u,l,a,38.28083317471729
23272,quais,31579,10.360247621697122,2.326974058811244e-05,q,u,a,i,s,37.96206720823516
23273,wilpf,31578,10.360215954581834,2.3269669461862872e-05,w,i,l,p,f,35.829784624559
23274,preya,31576,10.360152617342683,2.3269527202606295e-05,p,r,e,y,a,37.933847307980386
23275,besch,31566,10.359835870958863,2.326881577113739e-05,b,e,s,c,h,38.269100967963716
23276,centu,31561,10.359677460135904,2.3268459970881335e-05,c,e,n,t,u,38.54010865328749
23277,zebex,31560,10.35964577495981,2.326838880406611e-05,z,e,b,e,x,36.44735578633817
23278,seika,31557,10.359550713407383,2.3268175290089838e-05,s,e,i,k,a,40.088371692494505
23279,ibuzz,31555,10.35948733401834,2.3268032936162063e-05,i,b,u,z,z,32.56347414033479
23280,tiner,31554,10.3594556428174,2.326796175581467e-05,t,i,n,e,r,40.3191569016621
23281,azjol,31552,10.359392257402362,2.3267819388352148e-05,a,z,j,o,l,34.03964880503856
23282,pylos,31549,10.359297171745961,2.3267605820236895e-05,p,y,l,o,s,38.791378814227855
23283,siana,31547,10.359233776285055,2.3267463430210747e-05,s,i,a,n,a,40.774694654621825
23284,simax,31544,10.359138675557464,2.3267249828244696e-05,s,i,m,a,x,38.53459526341707
23285,karey,31544,10.359138675557464,2.3267249828244696e-05,k,a,r,e,y,40.85765280297549
23286,ouvre,31543,10.359106973305016,2.326717862307495e-05,o,u,v,r,e,37.763810104341125
23287,gedda,31542,10.359075270047503,2.3267107415647767e-05,g,e,d,d,a,39.07622042785454
23288,nants,31541,10.359043565784862,2.3267036205963005e-05,n,a,n,t,s,40.814084090375744
23289,mekka,31541,10.359043565784862,2.3267036205963005e-05,m,e,k,k,a,38.44196914600663
23290,jcomm,31540,10.359011860517029,2.326696499402052e-05,j,c,o,m,m,35.30627353353053
23291,gette,31539,10.358980154243941,2.326689377982017e-05,g,e,t,t,e,39.9988683871849
23292,phobe,31538,10.358948446965533,2.3266822563361816e-05,p,h,o,b,e,37.87199989203074
23293,getta,31534,10.358821607797427,2.3266537674945437e-05,g,e,t,t,a,39.966849531964385
23294,turky,31533,10.358789895491464,2.326646644719489e-05,t,u,r,k,y,38.627113172629436
23295,whiye,31528,10.35863131887484,2.326611027455627e-05,w,h,i,y,e,36.78165836164875
23296,lotan,31525,10.35853616083312,2.326589654385923e-05,l,o,t,a,n,40.05743499916216
23297,arate,31525,10.35853616083312,2.326589654385923e-05,a,r,a,t,e,40.143032989622526
23298,tahan,31520,10.358377543971816,2.3265540280828633e-05,t,a,h,a,n,39.51051362596015
23299,cilag,31518,10.358314090182017,2.3265397759792275e-05,c,i,l,a,g,38.95058911887697
23300,koury,31511,10.358091970204585,2.3264898864935415e-05,k,o,u,r,y,38.78032570688249
23301,farka,31510,10.35806023475132,2.326482758519463e-05,f,a,r,k,a,39.850963942346155
23302,upssy,31509,10.358028498290885,2.3264756303191684e-05,u,p,s,s,y,35.73684459539023
23303,avaki,31506,10.357933282865915,2.3264542443608402e-05,a,v,a,k,i,36.485284380390404
23304,rrcom,31502,10.35780631486168,2.3264257265818315e-05,r,r,c,o,m,37.269228387802855
23305,krypt,31502,10.35780631486168,2.3264257265818315e-05,k,r,y,p,t,36.11849228280921
23306,flude,31501,10.357774570341576,2.3264185965712864e-05,f,l,u,d,e,37.833853814737154
23307,wgite,31497,10.35764758218305,2.3263900742655025e-05,w,g,i,t,e,37.20301453503613
23308,rtnda,31495,10.357584082056029,2.326375811754247e-05,r,t,n,d,a,38.09508692181467
23309,potch,31494,10.357552330480354,2.3263686801589786e-05,p,o,t,c,h,38.34348098049227
23310,gaver,31493,10.357520577896485,2.3263615483372633e-05,g,a,v,e,r,39.419726349595535
23311,danfs,31486,10.357298281574574,2.326311619243544e-05,d,a,n,f,s,39.369033570667604
23312,vscan,31485,10.357266520922844,2.3263044856097387e-05,v,s,c,a,n,37.398142015611256
23313,kadie,31485,10.357266520922844,2.3263044856097387e-05,k,a,d,i,e,40.22677990644934
23314,exeem,31485,10.357266520922844,2.3263044856097387e-05,e,x,e,e,m,35.76282364982968
23315,rocol,31483,10.357202996593003,2.3262902176623845e-05,r,o,c,o,l,38.87829599660119
23316,sirve,31480,10.357107702531339,2.3262688140417812e-05,s,i,r,v,e,39.06433783122526
23317,wnite,31479,10.357075935826021,2.3262616790483036e-05,w,n,i,t,e,38.237142369772215
23318,kouba,31479,10.357075935826021,2.3262616790483036e-05,k,o,u,b,a,38.3859120096421
23319,jdate,31476,10.356980629654874,2.3262402727078372e-05,j,d,a,t,e,37.43998812130315
23320,kloos,31473,10.356885314399594,2.3262188643270203e-05,k,l,o,o,s,39.28228178340905
23321,xansa,31471,10.356821765848482,2.3262045909394225e-05,x,a,n,s,a,38.36035876937666
23322,ramil,31471,10.356821765848482,2.3262045909394225e-05,r,a,m,i,l,39.59808221475563
23323,pavle,31470,10.356789990058452,2.3261974539054638e-05,p,a,v,l,e,39.34456916488766
23324,skara,31468,10.356726435449133,2.326183179157156e-05,s,k,a,r,a,38.20529789028792
23325,jaana,31466,10.35666287680037,2.326168903501565e-05,j,a,a,n,a,39.97319092391051
23326,palns,31464,10.356599314111646,2.3261546269385747e-05,p,a,l,n,s,40.90347337000267
23327,alcee,31460,10.356472176612268,2.3261260710899348e-05,a,l,c,e,e,39.77624569853655
23328,obaid,31457,10.356376812879024,2.3261046518206746e-05,o,b,a,i,d,36.63465879348292
23329,gelee,31457,10.356376812879024,2.3261046518206746e-05,g,e,l,e,e,40.99180306469541
23330,baaba,31457,10.356376812879024,2.3261046518206746e-05,b,a,a,b,a,39.80495242733147
23331,makor,31456,10.356345022946893,2.326097511610315e-05,m,a,k,o,r,38.93302331463359
23332,agsci,31456,10.356345022946893,2.326097511610315e-05,a,g,s,c,i,36.69388463605958
23333,lotka,31455,10.35631323200413,2.326090371172961e-05,l,o,t,k,a,39.237477313765304
23334,opker,31453,10.35624964708645,2.3260760896172127e-05,o,p,k,e,r,36.53888556251292
